uid,uid2,Frontal,Lateral,both,exact,only missing L,only missing F
716,716,1.0,1.0,True,True,False,False
717,717,1.0,1.0,True,True,False,False
718,718,1.0,1.0,True,True,False,False
719,719,1.0,1.0,True,True,False,False
720,720,1.0,1.0,True,True,False,False
721,721,1.0,1.0,True,True,False,False
722,722,1.0,1.0,True,True,False,False
723,723,1.0,1.0,True,True,False,False
725,725,2.0,1.0,True,False,False,False
726,726,1.0,1.0,True,True,False,False
727,727,1.0,1.0,True,True,False,False
728,728,1.0,1.0,True,True,False,False
729,729,1.0,1.0,True,True,False,False
730,730,1.0,1.0,True,True,False,False
731,731,1.0,1.0,True,True,False,False
732,732,1.0,1.0,True,True,False,False
733,733,1.0,1.0,True,True,False,False
734,734,1.0,1.0,True,True,False,False
735,735,2.0,1.0,True,False,False,False
736,736,1.0,1.0,True,True,False,False
737,737,1.0,1.0,True,True,False,False
738,738,1.0,1.0,True,True,False,False
739,739,1.0,1.0,True,True,False,False
740,740,1.0,0.0,False,False,True,False
741,741,1.0,0.0,False,False,True,False
742,742,1.0,1.0,True,True,False,False
743,743,1.0,1.0,True,True,False,False
744,744,1.0,1.0,True,True,False,False
745,745,1.0,1.0,True,True,False,False
746,746,1.0,1.0,True,True,False,False
747,747,0.0,1.0,False,False,False,True
748,748,1.0,1.0,True,True,False,False
749,749,1.0,1.0,True,True,False,False
750,750,1.0,1.0,True,True,False,False
751,751,1.0,2.0,True,False,False,False
752,752,1.0,1.0,True,True,False,False
753,753,1.0,1.0,True,True,False,False
754,754,1.0,1.0,True,True,False,False
755,755,1.0,1.0,True,True,False,False
756,756,2.0,1.0,True,False,False,False
757,757,1.0,1.0,True,True,False,False
758,758,1.0,1.0,True,True,False,False
759,759,1.0,1.0,True,True,False,False
760,760,1.0,1.0,True,True,False,False
761,761,1.0,1.0,True,True,False,False
762,762,1.0,1.0,True,True,False,False
763,763,1.0,1.0,True,True,False,False
764,764,1.0,1.0,True,True,False,False
765,765,1.0,1.0,True,True,False,False
766,766,1.0,0.0,False,False,True,False
767,767,2.0,0.0,False,False,True,False
768,768,1.0,1.0,True,True,False,False
769,769,1.0,1.0,True,True,False,False
770,770,1.0,1.0,True,True,False,False
771,771,1.0,2.0,True,False,False,False
772,772,1.0,0.0,False,False,True,False
773,773,1.0,1.0,True,True,False,False
774,774,1.0,0.0,False,False,True,False
776,776,1.0,1.0,True,True,False,False
777,777,1.0,1.0,True,True,False,False
778,778,1.0,1.0,True,True,False,False
779,779,1.0,1.0,True,True,False,False
780,780,1.0,1.0,True,True,False,False
781,781,1.0,1.0,True,True,False,False
782,782,1.0,1.0,True,True,False,False
783,783,1.0,1.0,True,True,False,False
784,784,1.0,1.0,True,True,False,False
785,785,1.0,1.0,True,True,False,False
786,786,1.0,0.0,False,False,True,False
787,787,0.0,1.0,False,False,False,True
788,788,1.0,1.0,True,True,False,False
790,790,1.0,1.0,True,True,False,False
791,791,1.0,1.0,True,True,False,False
792,792,1.0,1.0,True,True,False,False
793,793,1.0,1.0,True,True,False,False
794,794,1.0,1.0,True,True,False,False
795,795,1.0,1.0,True,True,False,False
796,796,1.0,1.0,True,True,False,False
797,797,1.0,1.0,True,True,False,False
798,798,1.0,1.0,True,True,False,False
799,799,1.0,1.0,True,True,False,False
800,800,2.0,1.0,True,False,False,False
801,801,1.0,1.0,True,True,False,False
802,802,1.0,1.0,True,True,False,False
803,803,0.0,1.0,False,False,False,True
804,804,1.0,1.0,True,True,False,False
805,805,1.0,1.0,True,True,False,False
806,806,1.0,1.0,True,True,False,False
808,808,1.0,1.0,True,True,False,False
809,809,1.0,1.0,True,True,False,False
810,810,1.0,1.0,True,True,False,False
811,811,1.0,1.0,True,True,False,False
812,812,1.0,1.0,True,True,False,False
813,813,1.0,1.0,True,True,False,False
814,814,1.0,1.0,True,True,False,False
815,815,1.0,1.0,True,True,False,False
817,817,1.0,2.0,True,False,False,False
818,818,1.0,1.0,True,True,False,False
819,819,1.0,1.0,True,True,False,False
820,820,1.0,1.0,True,True,False,False
821,821,1.0,0.0,False,False,True,False
822,822,1.0,1.0,True,True,False,False
824,824,1.0,1.0,True,True,False,False
825,825,1.0,1.0,True,True,False,False
826,826,1.0,1.0,True,True,False,False
827,827,1.0,1.0,True,True,False,False
828,828,1.0,1.0,True,True,False,False
829,829,1.0,1.0,True,True,False,False
830,830,1.0,1.0,True,True,False,False
831,831,1.0,1.0,True,True,False,False
832,832,1.0,1.0,True,True,False,False
833,833,1.0,1.0,True,True,False,False
834,834,1.0,1.0,True,True,False,False
835,835,1.0,1.0,True,True,False,False
836,836,1.0,1.0,True,True,False,False
837,837,1.0,1.0,True,True,False,False
838,838,1.0,1.0,True,True,False,False
839,839,1.0,1.0,True,True,False,False
840,840,1.0,1.0,True,True,False,False
841,841,1.0,1.0,True,True,False,False
842,842,1.0,1.0,True,True,False,False
843,843,1.0,1.0,True,True,False,False
844,844,1.0,1.0,True,True,False,False
845,845,1.0,1.0,True,True,False,False
846,846,2.0,2.0,True,False,False,False
847,847,1.0,1.0,True,True,False,False
849,849,1.0,1.0,True,True,False,False
850,850,1.0,2.0,True,False,False,False
851,851,0.0,1.0,False,False,False,True
853,853,1.0,1.0,True,True,False,False
854,854,1.0,1.0,True,True,False,False
855,855,1.0,1.0,True,True,False,False
856,856,1.0,1.0,True,True,False,False
857,857,1.0,1.0,True,True,False,False
858,858,1.0,1.0,True,True,False,False
859,859,1.0,1.0,True,True,False,False
860,860,1.0,1.0,True,True,False,False
861,861,1.0,1.0,True,True,False,False
862,862,1.0,1.0,True,True,False,False
863,863,2.0,1.0,True,False,False,False
864,864,1.0,1.0,True,True,False,False
865,865,1.0,1.0,True,True,False,False
866,866,0.0,1.0,False,False,False,True
867,867,1.0,1.0,True,True,False,False
868,868,1.0,1.0,True,True,False,False
869,869,1.0,1.0,True,True,False,False
870,870,1.0,1.0,True,True,False,False
871,871,1.0,1.0,True,True,False,False
872,872,1.0,1.0,True,True,False,False
874,874,0.0,1.0,False,False,False,True
875,875,1.0,0.0,False,False,True,False
877,877,1.0,1.0,True,True,False,False
878,878,1.0,1.0,True,True,False,False
879,879,1.0,1.0,True,True,False,False
880,880,1.0,1.0,True,True,False,False
881,881,1.0,1.0,True,True,False,False
882,882,1.0,1.0,True,True,False,False
883,883,1.0,1.0,True,True,False,False
884,884,1.0,1.0,True,True,False,False
885,885,0.0,1.0,False,False,False,True
886,886,1.0,1.0,True,True,False,False
887,887,1.0,1.0,True,True,False,False
888,888,1.0,1.0,True,True,False,False
889,889,1.0,1.0,True,True,False,False
890,890,1.0,1.0,True,True,False,False
891,891,1.0,1.0,True,True,False,False
892,892,1.0,1.0,True,True,False,False
893,893,1.0,1.0,True,True,False,False
894,894,1.0,1.0,True,True,False,False
896,896,1.0,2.0,True,False,False,False
897,897,1.0,1.0,True,True,False,False
899,899,1.0,1.0,True,True,False,False
900,900,0.0,1.0,False,False,False,True
901,901,2.0,1.0,True,False,False,False
902,902,1.0,1.0,True,True,False,False
903,903,1.0,1.0,True,True,False,False
904,904,0.0,1.0,False,False,False,True
905,905,1.0,1.0,True,True,False,False
906,906,1.0,1.0,True,True,False,False
907,907,1.0,1.0,True,True,False,False
908,908,1.0,1.0,True,True,False,False
909,909,1.0,1.0,True,True,False,False
910,910,1.0,1.0,True,True,False,False
911,911,1.0,1.0,True,True,False,False
912,912,1.0,1.0,True,True,False,False
913,913,1.0,1.0,True,True,False,False
914,914,1.0,1.0,True,True,False,False
915,915,1.0,1.0,True,True,False,False
916,916,1.0,1.0,True,True,False,False
917,917,1.0,1.0,True,True,False,False
918,918,1.0,1.0,True,True,False,False
919,919,1.0,1.0,True,True,False,False
920,920,1.0,1.0,True,True,False,False
921,921,1.0,1.0,True,True,False,False
922,922,1.0,1.0,True,True,False,False
923,923,1.0,1.0,True,True,False,False
925,925,1.0,1.0,True,True,False,False
926,926,1.0,1.0,True,True,False,False
927,927,1.0,1.0,True,True,False,False
928,928,1.0,1.0,True,True,False,False
929,929,1.0,1.0,True,True,False,False
930,930,1.0,2.0,True,False,False,False
931,931,1.0,1.0,True,True,False,False
932,932,1.0,2.0,True,False,False,False
933,933,1.0,1.0,True,True,False,False
934,934,1.0,1.0,True,True,False,False
935,935,1.0,1.0,True,True,False,False
936,936,1.0,0.0,False,False,True,False
937,937,1.0,1.0,True,True,False,False
938,938,1.0,1.0,True,True,False,False
939,939,1.0,1.0,True,True,False,False
940,940,1.0,1.0,True,True,False,False
941,941,1.0,1.0,True,True,False,False
942,942,1.0,1.0,True,True,False,False
943,943,1.0,1.0,True,True,False,False
944,944,1.0,1.0,True,True,False,False
945,945,1.0,1.0,True,True,False,False
946,946,1.0,1.0,True,True,False,False
947,947,1.0,1.0,True,True,False,False
948,948,1.0,1.0,True,True,False,False
949,949,1.0,0.0,False,False,True,False
950,950,1.0,1.0,True,True,False,False
951,951,1.0,1.0,True,True,False,False
952,952,1.0,1.0,True,True,False,False
953,953,1.0,0.0,False,False,True,False
954,954,1.0,0.0,False,False,True,False
955,955,1.0,1.0,True,True,False,False
956,956,1.0,0.0,False,False,True,False
957,957,1.0,1.0,True,True,False,False
958,958,1.0,1.0,True,True,False,False
959,959,1.0,1.0,True,True,False,False
960,960,1.0,1.0,True,True,False,False
961,961,1.0,1.0,True,True,False,False
962,962,1.0,1.0,True,True,False,False
963,963,1.0,1.0,True,True,False,False
964,964,1.0,1.0,True,True,False,False
965,965,1.0,1.0,True,True,False,False
966,966,1.0,1.0,True,True,False,False
967,967,1.0,1.0,True,True,False,False
968,968,1.0,1.0,True,True,False,False
969,969,1.0,1.0,True,True,False,False
970,970,1.0,1.0,True,True,False,False
971,971,1.0,1.0,True,True,False,False
972,972,1.0,1.0,True,True,False,False
973,973,1.0,1.0,True,True,False,False
974,974,1.0,2.0,True,False,False,False
975,975,1.0,1.0,True,True,False,False
976,976,1.0,1.0,True,True,False,False
977,977,1.0,1.0,True,True,False,False
978,978,0.0,1.0,False,False,False,True
979,979,1.0,1.0,True,True,False,False
980,980,1.0,1.0,True,True,False,False
981,981,1.0,0.0,False,False,True,False
982,982,1.0,1.0,True,True,False,False
983,983,1.0,1.0,True,True,False,False
984,984,1.0,2.0,True,False,False,False
985,985,1.0,0.0,False,False,True,False
986,986,1.0,1.0,True,True,False,False
987,987,1.0,0.0,False,False,True,False
988,988,1.0,1.0,True,True,False,False
989,989,1.0,1.0,True,True,False,False
990,990,1.0,1.0,True,True,False,False
991,991,1.0,1.0,True,True,False,False
992,992,1.0,1.0,True,True,False,False
993,993,1.0,1.0,True,True,False,False
994,994,0.0,2.0,False,False,False,True
995,995,1.0,1.0,True,True,False,False
996,996,1.0,1.0,True,True,False,False
997,997,1.0,1.0,True,True,False,False
998,998,1.0,1.0,True,True,False,False
999,999,2.0,1.0,True,False,False,False
1000,1000,2.0,1.0,True,False,False,False
1001,1001,1.0,1.0,True,True,False,False
1002,1002,1.0,1.0,True,True,False,False
1003,1003,1.0,0.0,False,False,True,False
1004,1004,1.0,1.0,True,True,False,False
1005,1005,1.0,1.0,True,True,False,False
1006,1006,1.0,1.0,True,True,False,False
1007,1007,2.0,1.0,True,False,False,False
1008,1008,1.0,1.0,True,True,False,False
1009,1009,1.0,1.0,True,True,False,False
1010,1010,1.0,1.0,True,True,False,False
1011,1011,1.0,1.0,True,True,False,False
1012,1012,1.0,0.0,False,False,True,False
1013,1013,1.0,1.0,True,True,False,False
1014,1014,1.0,1.0,True,True,False,False
1015,1015,2.0,2.0,True,False,False,False
1016,1016,1.0,1.0,True,True,False,False
1017,1017,1.0,1.0,True,True,False,False
1018,1018,1.0,1.0,True,True,False,False
1019,1019,1.0,1.0,True,True,False,False
1020,1020,1.0,1.0,True,True,False,False
1021,1021,1.0,1.0,True,True,False,False
1022,1022,1.0,1.0,True,True,False,False
1023,1023,1.0,1.0,True,True,False,False
1024,1024,1.0,0.0,False,False,True,False
1025,1025,1.0,1.0,True,True,False,False
1026,1026,1.0,0.0,False,False,True,False
1027,1027,1.0,1.0,True,True,False,False
1028,1028,1.0,1.0,True,True,False,False
1029,1029,1.0,0.0,False,False,True,False
1030,1030,1.0,1.0,True,True,False,False
1031,1031,1.0,0.0,False,False,True,False
1032,1032,1.0,1.0,True,True,False,False
1033,1033,1.0,1.0,True,True,False,False
1034,1034,1.0,1.0,True,True,False,False
1035,1035,1.0,1.0,True,True,False,False
1036,1036,1.0,0.0,False,False,True,False
1037,1037,1.0,1.0,True,True,False,False
1038,1038,1.0,1.0,True,True,False,False
1039,1039,1.0,0.0,False,False,True,False
1040,1040,1.0,1.0,True,True,False,False
1041,1041,1.0,1.0,True,True,False,False
1042,1042,1.0,1.0,True,True,False,False
1043,1043,1.0,1.0,True,True,False,False
1044,1044,1.0,1.0,True,True,False,False
1045,1045,1.0,1.0,True,True,False,False
1046,1046,1.0,1.0,True,True,False,False
1047,1047,1.0,1.0,True,True,False,False
1048,1048,1.0,1.0,True,True,False,False
1049,1049,1.0,1.0,True,True,False,False
1050,1050,1.0,1.0,True,True,False,False
1051,1051,1.0,1.0,True,True,False,False
1052,1052,1.0,1.0,True,True,False,False
1053,1053,1.0,1.0,True,True,False,False
1054,1054,1.0,1.0,True,True,False,False
1055,1055,1.0,1.0,True,True,False,False
1056,1056,2.0,1.0,True,False,False,False
1057,1057,1.0,1.0,True,True,False,False
1058,1058,1.0,1.0,True,True,False,False
1059,1059,1.0,0.0,False,False,True,False
1060,1060,1.0,1.0,True,True,False,False
1061,1061,1.0,1.0,True,True,False,False
1062,1062,1.0,0.0,False,False,True,False
1063,1063,1.0,1.0,True,True,False,False
1064,1064,1.0,0.0,False,False,True,False
1065,1065,1.0,1.0,True,True,False,False
1066,1066,1.0,1.0,True,True,False,False
1067,1067,1.0,1.0,True,True,False,False
1069,1069,1.0,0.0,False,False,True,False
1070,1070,1.0,1.0,True,True,False,False
1071,1071,0.0,1.0,False,False,False,True
1072,1072,1.0,1.0,True,True,False,False
1073,1073,1.0,1.0,True,True,False,False
1074,1074,1.0,1.0,True,True,False,False
1075,1075,1.0,1.0,True,True,False,False
1076,1076,1.0,1.0,True,True,False,False
1077,1077,1.0,1.0,True,True,False,False
1078,1078,1.0,1.0,True,True,False,False
1079,1079,1.0,1.0,True,True,False,False
1081,1081,1.0,0.0,False,False,True,False
1082,1082,1.0,0.0,False,False,True,False
1083,1083,1.0,1.0,True,True,False,False
1084,1084,1.0,1.0,True,True,False,False
1085,1085,1.0,1.0,True,True,False,False
1086,1086,1.0,1.0,True,True,False,False
1087,1087,1.0,1.0,True,True,False,False
1088,1088,1.0,1.0,True,True,False,False
1089,1089,1.0,1.0,True,True,False,False
1090,1090,1.0,1.0,True,True,False,False
1091,1091,1.0,1.0,True,True,False,False
1092,1092,1.0,1.0,True,True,False,False
1093,1093,1.0,1.0,True,True,False,False
1094,1094,1.0,1.0,True,True,False,False
1095,1095,1.0,0.0,False,False,True,False
1096,1096,0.0,1.0,False,False,False,True
1097,1097,1.0,1.0,True,True,False,False
1098,1098,1.0,0.0,False,False,True,False
1099,1099,1.0,1.0,True,True,False,False
1100,1100,1.0,1.0,True,True,False,False
1101,1101,2.0,1.0,True,False,False,False
1102,1102,2.0,2.0,True,False,False,False
1103,1103,1.0,1.0,True,True,False,False
1104,1104,1.0,2.0,True,False,False,False
1105,1105,1.0,1.0,True,True,False,False
1106,1106,1.0,1.0,True,True,False,False
1107,1107,1.0,0.0,False,False,True,False
1108,1108,1.0,1.0,True,True,False,False
1109,1109,1.0,1.0,True,True,False,False
1110,1110,1.0,1.0,True,True,False,False
1111,1111,1.0,1.0,True,True,False,False
1112,1112,1.0,1.0,True,True,False,False
1113,1113,1.0,1.0,True,True,False,False
1114,1114,1.0,1.0,True,True,False,False
1115,1115,1.0,0.0,False,False,True,False
1116,1116,1.0,1.0,True,True,False,False
1117,1117,1.0,1.0,True,True,False,False
1118,1118,1.0,1.0,True,True,False,False
1119,1119,1.0,1.0,True,True,False,False
1120,1120,1.0,0.0,False,False,True,False
1121,1121,1.0,1.0,True,True,False,False
1122,1122,2.0,1.0,True,False,False,False
1123,1123,1.0,1.0,True,True,False,False
1124,1124,1.0,1.0,True,True,False,False
1125,1125,1.0,1.0,True,True,False,False
1126,1126,1.0,1.0,True,True,False,False
1128,1128,1.0,1.0,True,True,False,False
1129,1129,1.0,0.0,False,False,True,False
1130,1130,1.0,1.0,True,True,False,False
1131,1131,1.0,1.0,True,True,False,False
1133,1133,1.0,1.0,True,True,False,False
1134,1134,1.0,1.0,True,True,False,False
1135,1135,1.0,1.0,True,True,False,False
1136,1136,1.0,1.0,True,True,False,False
1137,1137,2.0,0.0,False,False,True,False
1138,1138,1.0,1.0,True,True,False,False
1139,1139,1.0,1.0,True,True,False,False
1140,1140,1.0,1.0,True,True,False,False
1141,1141,1.0,1.0,True,True,False,False
1142,1142,1.0,1.0,True,True,False,False
1143,1143,1.0,1.0,True,True,False,False
1144,1144,1.0,1.0,True,True,False,False
1145,1145,1.0,1.0,True,True,False,False
1146,1146,1.0,1.0,True,True,False,False
1147,1147,1.0,0.0,False,False,True,False
1148,1148,1.0,1.0,True,True,False,False
1149,1149,1.0,1.0,True,True,False,False
1150,1150,1.0,0.0,False,False,True,False
1151,1151,1.0,1.0,True,True,False,False
1152,1152,1.0,1.0,True,True,False,False
1153,1153,1.0,1.0,True,True,False,False
1154,1154,1.0,1.0,True,True,False,False
1155,1155,0.0,1.0,False,False,False,True
1156,1156,1.0,1.0,True,True,False,False
1157,1157,1.0,1.0,True,True,False,False
1158,1158,1.0,1.0,True,True,False,False
1159,1159,1.0,0.0,False,False,True,False
1160,1160,1.0,1.0,True,True,False,False
1161,1161,1.0,1.0,True,True,False,False
1162,1162,1.0,1.0,True,True,False,False
1163,1163,1.0,1.0,True,True,False,False
1164,1164,1.0,1.0,True,True,False,False
1165,1165,1.0,0.0,False,False,True,False
1166,1166,1.0,1.0,True,True,False,False
1167,1167,1.0,1.0,True,True,False,False
1168,1168,1.0,1.0,True,True,False,False
1169,1169,1.0,0.0,False,False,True,False
1170,1170,1.0,2.0,True,False,False,False
1171,1171,1.0,1.0,True,True,False,False
1172,1172,1.0,0.0,False,False,True,False
1173,1173,1.0,1.0,True,True,False,False
1174,1174,1.0,1.0,True,True,False,False
1175,1175,1.0,1.0,True,True,False,False
1176,1176,1.0,1.0,True,True,False,False
1177,1177,1.0,1.0,True,True,False,False
1178,1178,1.0,1.0,True,True,False,False
1179,1179,1.0,1.0,True,True,False,False
1180,1180,1.0,1.0,True,True,False,False
1182,1182,1.0,1.0,True,True,False,False
1183,1183,1.0,1.0,True,True,False,False
1184,1184,1.0,1.0,True,True,False,False
1187,1187,1.0,1.0,True,True,False,False
1188,1188,1.0,1.0,True,True,False,False
1189,1189,1.0,1.0,True,True,False,False
1190,1190,2.0,1.0,True,False,False,False
1191,1191,1.0,1.0,True,True,False,False
1192,1192,1.0,1.0,True,True,False,False
1193,1193,1.0,1.0,True,True,False,False
1194,1194,0.0,1.0,False,False,False,True
1195,1195,1.0,1.0,True,True,False,False
1196,1196,1.0,1.0,True,True,False,False
1197,1197,1.0,1.0,True,True,False,False
1198,1198,1.0,1.0,True,True,False,False
1199,1199,1.0,1.0,True,True,False,False
1200,1200,1.0,1.0,True,True,False,False
1202,1202,1.0,1.0,True,True,False,False
1203,1203,1.0,1.0,True,True,False,False
1204,1204,1.0,1.0,True,True,False,False
1205,1205,1.0,1.0,True,True,False,False
1206,1206,1.0,1.0,True,True,False,False
1207,1207,1.0,1.0,True,True,False,False
1208,1208,2.0,1.0,True,False,False,False
1209,1209,1.0,1.0,True,True,False,False
1210,1210,1.0,1.0,True,True,False,False
1211,1211,1.0,1.0,True,True,False,False
1212,1212,1.0,1.0,True,True,False,False
1213,1213,1.0,1.0,True,True,False,False
1214,1214,1.0,1.0,True,True,False,False
1216,1216,0.0,1.0,False,False,False,True
1217,1217,1.0,1.0,True,True,False,False
1218,1218,1.0,1.0,True,True,False,False
1219,1219,1.0,1.0,True,True,False,False
1220,1220,2.0,1.0,True,False,False,False
1221,1221,1.0,1.0,True,True,False,False
1222,1222,1.0,1.0,True,True,False,False
1223,1223,1.0,1.0,True,True,False,False
1224,1224,1.0,0.0,False,False,True,False
1225,1225,1.0,1.0,True,True,False,False
1226,1226,1.0,1.0,True,True,False,False
1228,1228,1.0,2.0,True,False,False,False
1229,1229,1.0,1.0,True,True,False,False
1230,1230,2.0,1.0,True,False,False,False
1231,1231,1.0,1.0,True,True,False,False
1232,1232,0.0,2.0,False,False,False,True
1233,1233,1.0,1.0,True,True,False,False
1234,1234,1.0,1.0,True,True,False,False
1235,1235,1.0,1.0,True,True,False,False
1236,1236,1.0,1.0,True,True,False,False
1237,1237,1.0,1.0,True,True,False,False
1238,1238,1.0,0.0,False,False,True,False
1239,1239,1.0,1.0,True,True,False,False
1240,1240,1.0,1.0,True,True,False,False
1241,1241,1.0,0.0,False,False,True,False
1242,1242,1.0,1.0,True,True,False,False
1243,1243,1.0,2.0,True,False,False,False
1244,1244,1.0,1.0,True,True,False,False
1245,1245,1.0,1.0,True,True,False,False
1246,1246,1.0,1.0,True,True,False,False
1248,1248,1.0,1.0,True,True,False,False
1249,1249,1.0,1.0,True,True,False,False
1250,1250,1.0,1.0,True,True,False,False
1252,1252,1.0,1.0,True,True,False,False
1253,1253,1.0,1.0,True,True,False,False
1254,1254,1.0,1.0,True,True,False,False
1255,1255,1.0,1.0,True,True,False,False
1256,1256,1.0,1.0,True,True,False,False
1257,1257,1.0,1.0,True,True,False,False
1258,1258,1.0,0.0,False,False,True,False
1259,1259,1.0,1.0,True,True,False,False
1260,1260,1.0,2.0,True,False,False,False
1261,1261,1.0,1.0,True,True,False,False
1262,1262,1.0,2.0,True,False,False,False
1263,1263,1.0,1.0,True,True,False,False
1264,1264,1.0,1.0,True,True,False,False
1265,1265,1.0,1.0,True,True,False,False
1266,1266,1.0,1.0,True,True,False,False
1267,1267,1.0,1.0,True,True,False,False
1268,1268,0.0,2.0,False,False,False,True
1269,1269,1.0,1.0,True,True,False,False
1270,1270,1.0,1.0,True,True,False,False
1271,1271,1.0,1.0,True,True,False,False
1272,1272,1.0,1.0,True,True,False,False
1273,1273,1.0,1.0,True,True,False,False
1274,1274,1.0,1.0,True,True,False,False
1275,1275,0.0,1.0,False,False,False,True
1276,1276,2.0,1.0,True,False,False,False
1277,1277,1.0,1.0,True,True,False,False
1278,1278,1.0,1.0,True,True,False,False
1279,1279,1.0,0.0,False,False,True,False
1280,1280,1.0,1.0,True,True,False,False
1281,1281,0.0,1.0,False,False,False,True
1282,1282,1.0,1.0,True,True,False,False
1283,1283,1.0,0.0,False,False,True,False
1284,1284,0.0,1.0,False,False,False,True
1285,1285,1.0,2.0,True,False,False,False
1286,1286,0.0,1.0,False,False,False,True
1287,1287,1.0,1.0,True,True,False,False
1288,1288,1.0,1.0,True,True,False,False
1289,1289,1.0,1.0,True,True,False,False
1290,1290,1.0,0.0,False,False,True,False
1291,1291,1.0,1.0,True,True,False,False
1292,1292,1.0,1.0,True,True,False,False
1293,1293,1.0,0.0,False,False,True,False
1294,1294,1.0,1.0,True,True,False,False
1295,1295,1.0,1.0,True,True,False,False
1296,1296,1.0,1.0,True,True,False,False
1297,1297,1.0,1.0,True,True,False,False
1300,1300,0.0,1.0,False,False,False,True
1301,1301,1.0,1.0,True,True,False,False
1302,1302,1.0,1.0,True,True,False,False
1303,1303,4.0,1.0,True,False,False,False
1304,1304,1.0,1.0,True,True,False,False
1305,1305,1.0,1.0,True,True,False,False
1306,1306,1.0,1.0,True,True,False,False
1307,1307,0.0,1.0,False,False,False,True
1308,1308,1.0,1.0,True,True,False,False
1309,1309,1.0,1.0,True,True,False,False
1310,1310,1.0,1.0,True,True,False,False
1311,1311,1.0,1.0,True,True,False,False
1312,1312,0.0,1.0,False,False,False,True
1313,1313,0.0,1.0,False,False,False,True
1314,1314,1.0,1.0,True,True,False,False
1315,1315,1.0,1.0,True,True,False,False
1316,1316,1.0,1.0,True,True,False,False
1317,1317,1.0,1.0,True,True,False,False
1318,1318,1.0,1.0,True,True,False,False
1319,1319,1.0,1.0,True,True,False,False
1320,1320,1.0,1.0,True,True,False,False
1321,1321,1.0,1.0,True,True,False,False
1322,1322,1.0,0.0,False,False,True,False
1323,1323,1.0,1.0,True,True,False,False
1324,1324,1.0,1.0,True,True,False,False
1326,1326,1.0,1.0,True,True,False,False
1327,1327,1.0,1.0,True,True,False,False
1328,1328,0.0,1.0,False,False,False,True
1329,1329,1.0,1.0,True,True,False,False
1330,1330,1.0,1.0,True,True,False,False
1331,1331,0.0,1.0,False,False,False,True
1332,1332,1.0,1.0,True,True,False,False
1333,1333,1.0,1.0,True,True,False,False
1334,1334,1.0,1.0,True,True,False,False
1335,1335,1.0,1.0,True,True,False,False
1336,1336,0.0,1.0,False,False,False,True
1337,1337,1.0,1.0,True,True,False,False
1338,1338,0.0,1.0,False,False,False,True
1339,1339,2.0,0.0,False,False,True,False
1340,1340,1.0,1.0,True,True,False,False
1341,1341,1.0,1.0,True,True,False,False
1342,1342,1.0,1.0,True,True,False,False
1343,1343,1.0,1.0,True,True,False,False
1344,1344,1.0,1.0,True,True,False,False
1345,1345,1.0,1.0,True,True,False,False
1346,1346,2.0,1.0,True,False,False,False
1347,1347,1.0,1.0,True,True,False,False
1348,1348,2.0,0.0,False,False,True,False
1349,1349,1.0,1.0,True,True,False,False
1350,1350,1.0,1.0,True,True,False,False
1351,1351,1.0,1.0,True,True,False,False
1352,1352,1.0,1.0,True,True,False,False
1353,1353,1.0,1.0,True,True,False,False
1354,1354,1.0,1.0,True,True,False,False
1355,1355,1.0,1.0,True,True,False,False
1356,1356,1.0,1.0,True,True,False,False
1357,1357,0.0,1.0,False,False,False,True
1358,1358,2.0,1.0,True,False,False,False
1359,1359,1.0,1.0,True,True,False,False
1360,1360,1.0,1.0,True,True,False,False
1361,1361,1.0,1.0,True,True,False,False
1362,1362,1.0,1.0,True,True,False,False
1363,1363,1.0,1.0,True,True,False,False
1364,1364,1.0,1.0,True,True,False,False
1365,1365,1.0,1.0,True,True,False,False
1366,1366,1.0,1.0,True,True,False,False
1367,1367,1.0,1.0,True,True,False,False
1368,1368,1.0,1.0,True,True,False,False
1369,1369,1.0,1.0,True,True,False,False
1370,1370,1.0,1.0,True,True,False,False
1371,1371,1.0,1.0,True,True,False,False
1372,1372,1.0,1.0,True,True,False,False
1373,1373,1.0,1.0,True,True,False,False
1374,1374,1.0,1.0,True,True,False,False
1375,1375,2.0,1.0,True,False,False,False
1376,1376,1.0,1.0,True,True,False,False
1377,1377,1.0,1.0,True,True,False,False
1378,1378,1.0,1.0,True,True,False,False
1379,1379,1.0,1.0,True,True,False,False
1380,1380,1.0,1.0,True,True,False,False
1381,1381,1.0,1.0,True,True,False,False
1382,1382,1.0,1.0,True,True,False,False
1383,1383,1.0,1.0,True,True,False,False
1384,1384,1.0,1.0,True,True,False,False
1385,1385,1.0,1.0,True,True,False,False
1386,1386,1.0,1.0,True,True,False,False
1387,1387,0.0,1.0,False,False,False,True
1388,1388,1.0,1.0,True,True,False,False
1389,1389,1.0,2.0,True,False,False,False
1390,1390,1.0,1.0,True,True,False,False
1391,1391,1.0,1.0,True,True,False,False
1392,1392,1.0,1.0,True,True,False,False
1393,1393,1.0,1.0,True,True,False,False
1394,1394,1.0,1.0,True,True,False,False
1395,1395,1.0,1.0,True,True,False,False
1396,1396,1.0,1.0,True,True,False,False
1397,1397,1.0,1.0,True,True,False,False
1398,1398,1.0,0.0,False,False,True,False
1399,1399,1.0,1.0,True,True,False,False
1400,1400,1.0,1.0,True,True,False,False
1401,1401,1.0,1.0,True,True,False,False
1402,1402,2.0,1.0,True,False,False,False
